language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Dutch		drunk	1463	1463	drɔŋkə	258	d r ɔ ŋ k ə
English		drunk	1463	1463	drʌŋk	258	d r ʌ ŋ k
German		expensive	1426	1426	tɔyər	243	t ɔ i ə r
French		expensive	1426	1426	ʃɛʀ	245	ʃ ɛ ʀ
Dutch		expensive	1426	1426	dyːr	243	d yː r
English		expensive	1426	1426	ɪks#pɛnsɪv	244	ɪ k s _ p ɛ n s ɪ v
German		far	1406	1406	fɛrn	1286	f ɛ r n
French		far	1406	1406	lwɛ̃	1287	l w ɛ̃
Dutch		far	1406	1406	vɛr	1286	v ɛ r
English		far	1406	1406	fɑːr	1286	f ɑː r
German		female(1)	1551	1551	vaip#lɪx	114	v ai p _ l ɪ x
French		female(1)	1551	1551	fəmɛl	115	f ə m ɛ l
Dutch		female(1)	1551	1551	vrɑuwə#lək	6009	v r ɑu w ə _ l ə k
English		female(1)	1551	1551	fiːmeɪl	-115	f iː m eɪ l
German		few	1242	1242	veːnɪx	1568	v eː n ɪ x
French		few	1242	1242	pø	1570	p ø
Dutch		few	1242	1242	wɛɪnəx	1568	w ɛi n ə x
English		few	1242	1242	fjuː	1569	f j uː
German		first	728	728	eːrstə	352	eː r s t ə
French		first	728	728	pʀəmje	354	p ʀ ə m j e
Dutch		first	728	728	eːrstə	352	eː r s t ə
English		first	728	728	fɜːst	353	f ɜː s t
German		flat	1633	1633	flax	588	f l a x
German		flat	1633	1633	plat	-588	p l a t
French		flat	1633	1633	pla	588	p l a
Dutch		flat	1633	1633	plɑt	-588	p l ɑ t
Dutch		flat	1633	1633	vlɑk	588	v l ɑ k
English		flat	1633	1633	flæt	6202	f l æ t
German		full	1429	1429	fɔl	1970	f ɔ l
French		full	1429	1429	plɛ̃	1970	p l ɛ̃
Dutch		full	1429	1429	vɔl	1970	v ɔ l
English		full	1429	1429	fʊl	1970	f ʊ l
German		healthy	1364	1364	ɡə#zʊnt	1909	g ə _ z ʊ n t
French		healthy	1364	1364	sɑ̃te	1911	s ɑ̃ t e
Dutch		healthy	1364	1364	xə#zɔnt	1909	x ə _ z ɔ n t
English		healthy	1364	1364	hɛlθɪ	1910	h ɛ l θ ɪ
German		high	1265	1265	hoːx	847	h oː x
French		high	1265	1265	o	848	o
Dutch		high	1265	1265	hoːx	847	h oː x
English		high	1265	1265	haɪ	847	h aɪ
German		lame	320	320	laːm	276	l aː m
French		lame	320	320	bwatø	277	b w a t ø
Dutch		lame	320	320	lɑm	276	l ɑ m
English		lame	320	320	lɑːmeɪ	276	l ɑː m eɪ
German		lazy	1564	1564	faul	270	f au l
German		lazy	1564	1564	lɛsɪx	271	l ɛ s ɪ x
French		lazy	1564	1564	paʀɛsø	272	p a ʀ ɛ s ø
Dutch		lazy	1564	1564	lœy	273	l œi
English		lazy	1564	1564	leɪzɪ	271	l eɪ z ɪ
German		long	1203	1203	laŋ	2020	l a ŋ
French		long	1203	1203	lɔ̃	2020	l ɔ̃
Dutch		long	1203	1203	lɑŋ	2020	l ɑ ŋ
English		long	1203	1203	lɔŋ	2020	l ɔ ŋ
German		low	721	721	niːdrɪx	854	n iː d r ɪ x
French		low	721	721	bɑ	856	b ɑ
Dutch		low	721	721	laːx	855	l aː x
English		low	721	721	ləʊ	855	l əu
German		male(1)	1553	1553	mɛn#lɪx	104	m ɛ n _ l ɪ x
French		male(1)	1553	1553	mɑl	105	m ɑ l
Dutch		male(1)	1553	1553	mɑnə#lək	104	m ɑ n ə _ l ə k
English		male(1)	1553	1553	meɪl	-105	m eɪ l
German		many	1198	1198	fiːl	1562	f iː l
French		many	1198	1198	boku	1564	b o k u
Dutch		many	1198	1198	veːl	1562	v eː l
English		many	1198	1198	mɛnɪ	1563	m ɛ n ɪ
German		more	1992	1992	meːr	1565	m eː r
French		more	1992	1992	ɑ̃kɔʀ	1566	ɑ̃ k ɔ ʀ
French		more	1992	1992	ply	1567	p l y
Dutch		more	1992	1992	meːr	1565	m eː r
English		more	1992	1992	mɔːr	1565	m ɔː r
German		naked	590	590	nakt	256	n a k t
French		naked	590	590	ny	257	n y
Dutch		naked	590	590	naːkt	256	n aː k t
English		naked	590	590	neɪkɪd	256	n eɪ k ɪ d
German		narrow	1267	1267	ʃmaːl	1187	ʃ m aː l
French		narrow	1267	1267	etʀwa	1189	e t ʀ w a
Dutch		narrow	1267	1267	nɑuw	1188	n ɑu w
English		narrow	1267	1267	nærəʊ	1188	n æ r əu
German		near	1942	1942	naː.ə	1333	n aː ə
German		near	1942	1942	naː	1333	n aː
French		near	1942	1942	pʀɛ	1334	p ʀ ɛ
Dutch		near	1942	1942	dɪɣd#bɛɪ	1335	d ɪ ɣ d _ b ɛi
English		near	1942	1942	nɪər	1333	n i ə r
German		new	1231	1231	nɔy	2017	n ɔi
French		new	1231	1231	nuvo	2017	n u v o
Dutch		new	1231	1231	niːw	2017	n iː w
English		new	1231	1231	njuː	2017	n j uː
German		pointed	372	372	ʃpɪʦə	1518	ʃ p ɪ ts ə
French		pointed	372	372	pwɛ̃ty	1520	p w ɛ̃ t y
Dutch		pointed	372	372	spɪʦ	1518	s p ɪ ts
English		pointed	372	372	pɔɪntɪd	1519	p ɔi n t ɪ d
German		poor	1674	1674	bə#dʏrftɪx	1786	b ə _ d ʏ r f t ɪ x
French		poor	1674	1674	povʀ	1787	p o v ʀ
Dutch		poor	1674	1674	ɑrm	1788	ɑ r m
English		poor	1674	1674	pɔːr	-1787	p ɔː r
German		pregnant	1123	1123	ʃvaŋər	330	ʃ v a ŋ ə r
French		pregnant	1123	1123	ɑ̃sɛ̃t	329	ɑ̃ s ɛ̃ t
Dutch		pregnant	1123	1123	zwɑŋər	330	z w ɑ ŋ ə r
English		pregnant	1123	1123	prɛɡnənt	328	p r ɛ g n ə n t
German		rich	712	712	raix	-1791	r ai x
French		rich	712	712	ʀiʃ	1791	ʀ i ʃ
Dutch		rich	712	712	rɛɪk	-1791	r ɛi k
English		rich	712	712	rɪʧ	-1791	r ɪ tʃ
German		right(1)	1019	1019	rɛxt	213	r ɛ x t
French		right(1)	1019	1019	dʀwɑt	215	d ʀ w ɑ t
Dutch		right(1)	1019	1019	rɛxʦ	213	r ɛ x ts
English		right(1)	1019	1019	raɪt	213	r aɪ t
German		ripe	178	178	raif	207	r ai f
French		ripe	178	178	myʀ	208	m y ʀ
Dutch		ripe	178	178	rɛɪp	207	r ɛi p
English		ripe	178	178	raɪp	207	r aɪ p
German		rotten	1728	1728	faul	1316	f au l
French		rotten	1728	1728	puʀi	1318	p u ʀ i
Dutch		rotten	1728	1728	rɔt	1317	r ɔ t
English		rotten	1728	1728	rɔtṇ	1317	r ɔ t n̩
German		rough(2)	259	259	rau	1832	r au
French		rough(2)	259	259	tʀubl	1833	t ʀ u b l
French		rough(2)	259	259	aʒite	1834	a ʒ i t e
Dutch		rough(2)	259	259	ryːw	1832	r yː w
English		rough(2)	259	259	rʌf	1832	r ʌ f
German		round	1395	1395	rʊnt	-1153	r ʊ n t
French		round	1395	1395	ʀɔ̃	1153	ʀ ɔ̃
Dutch		round	1395	1395	rɔnt	-1153	r ɔ n t
English		round	1395	1395	raʊnd	-1153	r aʊ n d
German		second	1384	1384	ʦvaitə	347	ts v ai t ə
French		second	1384	1384	døzjɛm	349	d ø z j ɛ m
Dutch		second	1384	1384	tweːdə	347	t w eː d ə
English		second	1384	1384	sɛkənd	348	s ɛ k ə n d
German		sick/ill	1847	1847	kraŋk	1899	k r a ŋ k
French		sick/ill	1847	1847	malad	1901	m a l a d
Dutch		sick/ill	1847	1847	ziːk	1900	z iː k
English		sick/ill	1847	1847	sɪk	1900	s ɪ k
English		sick/ill	1847	1847	ɪl	1902	ɪ l
German		small	1246	1246	klain	20	k l ai n
French		small	1246	1246	pəti	22	p ə t i
Dutch		small	1246	1246	klɛɪn	20	k l ɛi n
English		small	1246	1246	smɔːl	21	s m ɔː l
English		small	1246	1246	lɪtḷ	23	l ɪ t l̩
German		strong	785	785	ʃtark	1912	ʃ t a r k
German		strong	785	785	mɛxtɪx	1915	m ɛ x t ɪ x
French		strong	785	785	fɔʀ	1914	f ɔ ʀ
French		strong	785	785	pɥisɑ̃	1916	p ɥ i s ɑ̃
Dutch		strong	785	785	stɛrk	1912	s t ɛ r k
English		strong	785	785	strɔŋ	1913	s t r ɔ ŋ
German		the air	27	27	lʊft	758	l ʊ f t
French		the air	27	27	ɛʀ	759	ɛ ʀ
Dutch		the air	27	27	lʉxt	758	l ʉ x t
English		the air	27	27	ɛər	-759	ɛ ə r
German		the animal	619	619	tiːr	122	t iː r
French		the animal	619	619	animal	123	a n i m a l
French		the animal	619	619	bɛːt	124	b ɛː t
Dutch		the animal	619	619	diːr	122	d iː r
Dutch		the animal	619	619	beːst	-124	b eː s t
English		the animal	619	619	ænɪmḷ	-123	æ n ɪ m l̩
German		the ankle	803	803	knœxəl	1236	k n œ x ə l
French		the ankle	803	803	ʃəvij	1238	ʃ ə v i j
Dutch		the ankle	803	803	ɛŋkəl	1237	ɛ ŋ k ə l
English		the ankle	803	803	æŋkḷ	1237	æ ŋ k l̩
German		the arch	876	876	boːɡən	280	b oː g ə n
German		the arch	876	876	vœlbʊŋ	283	v œ l b ʊ ŋ
French		the arch	876	876	aʀʃ	282	a ʀ ʃ
Dutch		the arch	876	876	boːx	280	b oː x
English		the arch	876	876	ɑːʧ	-281	ɑː tʃ
German		the armpit	1886	1886	aksəl#hɶːlə	575	a k s ə l _ h ɶː l ə
French		the armpit	1886	1886	ɛsɛl	575	ɛ s ɛ l
Dutch		the armpit	1886	1886	ɔksəl	575	ɔ k s ə l
English		the armpit	1886	1886	ɑːm#pɪt	574	ɑː m _ p ɪ t
German		the aunt	1272	1272	tantə	-2027	t a n t ə
French		the aunt	1272	1272	tɑ̃t	2027	t ɑ̃ t
Dutch		the aunt	1272	1272	tɑntə	-2027	t ɑ n t ə
English		the aunt	1272	1272	ɑːnt	-2027	ɑː n t
German		the baby	1289	1289	zɔyk#lɪŋ	97	z ɔi k _ l ɪ ŋ
German		the baby	1289	1289	beːbiː	-98	b eː b iː
French		the baby	1289	1289	ɑ̃fɑ̃	99	ɑ̃ f ɑ̃
French		the baby	1289	1289	bebe	98	b e b e
Dutch		the baby	1289	1289	beːbiː	-98	b eː b iː
English		the baby	1289	1289	beɪbɪ	-98	b eɪ b ɪ
German		the back	1291	1291	rʏkən	1821	r ʏ k ə n
French		the back	1291	1291	do	1823	d o
Dutch		the back	1291	1291	rʉx	1821	r ʉ x
English		the back	1291	1291	bæk	1822	b æ k
German		the ball	1845	1845	kuːɡəl	1157	k uː g ə l
French		the ball	1845	1845	sfɛʀ	1159	s f ɛ ʀ
French		the ball	1845	1845	balɔ̃	1158	b a l ɔ̃
Dutch		the ball	1845	1845	bɑl	-1158	b ɑ l
Dutch		the ball	1845	1845	bɔl	-1158	b ɔ l
English		the ball	1845	1845	bɔːl	-1158	b ɔː l
German		the bark	1204	1204	rɪndə	715	r ɪ n d ə
German		the bark	1204	1204	bɔrkə	716	b ɔ r k ə
French		the bark	1204	1204	ekɔʀs	717	e k ɔ ʀ s
Dutch		the bark	1204	1204	bɑst	718	b ɑ s t
English		the bark	1204	1204	bɑːk	716	b ɑː k
German		the barley	932	932	ɡɛrstə	1300	g ɛ r s t ə
French		the barley	932	932	ɔʀʒ	1302	ɔ ʀ ʒ
Dutch		the barley	932	932	xɛrst	1300	x ɛ r s t
English		the barley	932	932	bɑːlɪ	1301	b ɑː l ɪ
German		the bay	663	663	meːr#buːzən	1032	m eː r _ b uː z ə n
German		the bay	663	663	ɡɔlf	-1034	g ɔ l f
German		the bay	663	663	bʊxt	1035	b ʊ x t
French		the bay	663	663	ɡɔlf	1034	g ɔ l f
French		the bay	663	663	bɛ	1033	b ɛ
Dutch		the bay	663	663	baːj	-1033	b aː j
English		the bay	663	663	beɪ	-1033	b eɪ
German		the bean	832	832	boːnə	34	b oː n ə
French		the bean	832	832	aʀiko	35	a ʀ i k o
Dutch		the bean	832	832	boːn	34	b oː n
English		the bean	832	832	biːn	34	b iː n
German		the beard	678	678	baːrt	1198	b aː r t
French		the beard	678	678	baʀb	1198	b a ʀ b
Dutch		the beard	678	678	baːrt	1198	b aː r t
English		the beard	678	678	bɪəd	1198	b i ə d
German		the bed	1663	1663	bɛt	922	b ɛ t
French		the bed	1663	1663	li	923	l i
Dutch		the bed	1663	1663	bɛt	922	b ɛ t
English		the bed	1663	1663	bɛd	922	b ɛ d
German		the beech	1950	1950	buːxə	70	b uː x ə
French		the beech	1950	1950	ɛtʀ	71	ɛ t ʀ
Dutch		the beech	1950	1950	bøːk	70	b øː k
English		the beech	1950	1950	biːʧ	70	b iː tʃ
German		the beggar	1934	1934	bɛtlər	1789	b ɛ t l ə r
French		the beggar	1934	1934	mɑ̃djɑ̃	1790	m ɑ̃ d j ɑ̃
Dutch		the beggar	1934	1934	beːdəlaːr	1789	b eː d ə l aː r
English		the beggar	1934	1934	bɛɡər	6200	b ɛ g ə r
German		the bill	1081	1081	rɛxnʊŋ	181	r ɛ x n ʊ ŋ
French		the bill	1081	1081	kɔ̃t	183	k ɔ̃ t
Dutch		the bill	1081	1081	reːkənɪŋ	181	r eː k ə n ɪ ŋ
English		the bill	1081	1081	bɪl	182	b ɪ l
German		the bird	937	937	foːɡəl	166	f oː g ə l
French		the bird	937	937	wazo	168	w a z o
Dutch		the bird	937	937	voːɣəl	166	v oː ɣ ə l
English		the bird	937	937	bɜːd	167	b ɜː d
German		the blacksmith	1001	1001	ʃmiːt	949	ʃ m iː t
French		the blacksmith	1001	1001	fɔʀʒəʀɔ̃	950	f ɔ ʀ ʒ ə ʀ ɔ̃
Dutch		the blacksmith	1001	1001	smɪt	949	s m ɪ t
English		the blacksmith	1001	1001	blæk#smɪθ	949	b l æ k _ s m ɪ θ
German		the blanket	806	806	dɛkə	672	d ɛ k ə
French		the blanket	806	806	kuvɛʀtyʀ	674	k u v ɛ ʀ t y ʀ
Dutch		the blanket	806	806	deːkə	672	d eː k ə
English		the blanket	806	806	blæŋkɪt	673	b l æ ŋ k ɪ t
German		the blister	1584	1584	blaːzə	531	b l aː z ə
French		the blister	1584	1584	ɑ̃pul	532	ɑ̃ p u l
Dutch		the blister	1584	1584	blaːr	6024	b l aː r
English		the blister	1584	1584	blɪstər	6025	b l ɪ s t ə r
German		the blood	946	946	bluːt	1811	b l uː t
French		the blood	946	946	sɑ̃	1812	s ɑ̃
Dutch		the blood	946	946	bluːt	1811	b l uː t
English		the blood	946	946	blʌd	1811	b l ʌ d
German		the body	1480	1480	laip	1981	l ai p
German		the body	1480	1480	kœrpər	-1983	k œ r p ə r
French		the body	1480	1480	kɔʀ	1983	k ɔ ʀ
Dutch		the body	1480	1480	lɪxaːm	1984	l ɪ x aː m
English		the body	1480	1480	bɔdɪ	1982	b ɔ d ɪ
German		the boil	793	793	fuːrʊŋkəl	-533	f uː r ʊ ŋ k ə l
French		the boil	793	793	fyʀɔ̃kl	533	f y ʀ ɔ̃ k l
Dutch		the boil	793	793	steːmpœyst	535	s t eː m p œi s t
English		the boil	793	793	bɔɪl	534	b ɔi l
German		the bone	1394	1394	knɔxən	1817	k n ɔ x ə n
French		the bone	1394	1394	ɔs	1819	ɔ s
Dutch		the bone	1394	1394	bɔt	1820	b ɔ t
English		the bone	1394	1394	bəʊn	1818	b əu n
German		the boot	585	585	ʃtiːfəl	1190	ʃ t iː f ə l
French		the boot	585	585	bɔt	1191	b ɔ t
Dutch		the boot	585	585	laːrs	1192	l aː r s
English		the boot	585	585	-buːt	1191	b uː t
German		the bottom	690	690	boːdən	659	b oː d ə n
French		the bottom	690	690	fɔ̃	660	f ɔ̃
Dutch		the bottom	690	690	boːdəm	659	b oː d ə m
English		the bottom	690	690	bɔtəm	659	b ɔ t ə m
German		the bowl	1530	1530	nap͡f	1329	n a pf
German		the bowl	1530	1530	ʃaːlə	1332	ʃ aː l ə
French		the bowl	1530	1530	bɔl	1330	b ɔ l
Dutch		the bowl	1530	1530	kɔm	1331	k ɔ m
English		the bowl	1530	1530	bəʊl	-1330	b əu l
German		the boy	1366	1366	jʊŋə	116	j ʊ ŋ ə
German		the boy	1366	1366	knaːbə	119	k n aː b ə
French		the boy	1366	1366	ɡaʀsɔ̃	118	g a ʀ s ɔ̃
Dutch		the boy	1366	1366	jɔŋə	116	j ɔ ŋ ə
English		the boy	1366	1366	bɔɪ	117	b ɔi
German		the bracelet	1754	1754	arm#bant	205	a r m _ b a n t
French		the bracelet	1754	1754	bʀaslɛ	206	b ʀ a s l ɛ
Dutch		the bracelet	1754	1754	ɑrm#bɑnt	205	ɑ r m _ b ɑ n t
English		the bracelet	1754	1754	breɪslɪt	-206	b r eɪ s l ɪ t
German		the brain	1583	1583	ɡə#hɪrn	1857	g ə _ h ɪ r n
French		the brain	1583	1583	sɛʀvo	1859	s ɛ ʀ v o
Dutch		the brain	1583	1583	hɛrsənə	1860	h ɛ r s ə n ə
English		the brain	1583	1583	breɪn	1858	b r eɪ n
German		the branch	1531	1531	ʦvaik	1991	ts v ai k
French		the branch	1531	1531	bʀɑ̃ʃ	1992	b ʀ ɑ̃ ʃ
Dutch		the branch	1531	1531	tɑk	6036	t ɑ k
English		the branch	1531	1531	brɑːnʧ	-1992	b r ɑː n tʃ
German		the bread	1368	1368	broːt	655	b r oː t
French		the bread	1368	1368	pɛ̃	656	p ɛ̃
Dutch		the bread	1368	1368	broːt	655	b r oː t
English		the bread	1368	1368	brɛd	655	b r ɛ d
German		the breast	1402	1402	brʊst	937	b r ʊ s t
French		the breast	1402	1402	sɛ̃	938	s ɛ̃
French		the breast	1402	1402	pwatʀin	939	p w a t ʀ i n
Dutch		the breast	1402	1402	bɔrst	937	b ɔ r s t
English		the breast	1402	1402	brɛst	937	b r ɛ s t
German		the brick	1006	1006	bak#ʃtain	52	b a k _ ʃ t ai n
French		the brick	1006	1006	bʀik	51	b ʀ i k
Dutch		the brick	1006	1006	bɑk#steːn	52	b ɑ k _ s t eː n
English		the brick	1006	1006	brɪk	51	b r ɪ k
German		the bridge	1011	1011	brʏkə	790	b r ʏ k ə
French		the bridge	1011	1011	pɔ̃	791	p ɔ̃
Dutch		the bridge	1011	1011	brʉx	790	b r ʉ x
English		the bridge	1011	1011	brɪʤ	790	b r ɪ dʒ
German		the bruise	1148	1148	kvɛʧʊŋ	521	k v ɛ tʃ ʊ ŋ
French		the bruise	1148	1148	kɔ̃tyzjɔ̃	523	k ɔ̃ t y z j ɔ̃
French		the bruise	1148	1148	blø	524	b l ø
Dutch		the bruise	1148	1148	knøːzɪŋ	6023	k n øː z ɪ ŋ
English		the bruise	1148	1148	bruːz	522	b r uː z
German		the brush	1821	1821	bʏrstə	2166	b ʏ r s t ə
French		the brush	1821	1821	bʀɔs	2167	b ʀ ɔ s
Dutch		the brush	1821	1821	bɔrstəl	2166	b ɔ r s t ə l
English		the brush	1821	1821	brʌʃ	-2167	b r ʌ ʃ
German		the bull	1008	1008	ʃtiːr	2183	ʃ t iː r
German		the bull	1008	1008	bʊlə	2184	b ʊ l ə
French		the bull	1008	1008	tɔʀo	2183	t ɔ ʀ o
Dutch		the bull	1008	1008	stiːr	2183	s t iː r
English		the bull	1008	1008	bʊl	-2184	b ʊ l
German		the butter	1245	1245	bʊtər	1676	b ʊ t ə r
French		the butter	1245	1245	bœʀ	1677	b œ ʀ
Dutch		the butter	1245	1245	boːtər	1676	b oː t ə r
English		the butter	1245	1245	bʌtər	1676	b ʌ t ə r
German		the butterfly	1791	1791	ʃmɛtərlɪŋ	794	ʃ m ɛ t ə r l ɪ ŋ
French		the butterfly	1791	1791	papijɔ̃	796	p a p i j ɔ̃
Dutch		the butterfly	1791	1791	vlɪndər	797	v l ɪ n d ə r
English		the butterfly	1791	1791	bʌtəflaɪ	795	b ʌ t ə f l aɪ
German		the buttocks	834	834	ɡə#zɛːs	1593	g ə _ z ɛː s
French		the buttocks	834	834	dɛʀjɛʀ	1595	d ɛ ʀ j ɛ ʀ
Dutch		the buttocks	834	834	bɪlə	1596	b ɪ l ə
English		the buttocks	834	834	bʌtəks	1594	b ʌ t ə k s
English		the buttocks	834	834	ɑːs	1597	ɑː s
German		the button	757	757	knɔp͡f	1799	k n ɔ pf
French		the button	757	757	butɔ̃	1800	b u t ɔ̃
Dutch		the button	757	757	knoːp	1799	k n oː p
English		the button	757	757	bʌtṇ	-1800	b ʌ t n̩
German		the calf	1989	1989	kalp	2199	k a l p
French		the calf	1989	1989	vo	2200	v o
Dutch		the calf	1989	1989	kɑlf	2199	k ɑ l f
English		the calf	1989	1989	kɑːf	2199	k ɑː f
German		the calf of the leg	498	498	vaːdə	263	v aː d ə
French		the calf of the leg	498	498	mɔlɛ	265	m ɔ l ɛ
Dutch		the calf of the leg	498	498	kœyt	266	k œi t
English		the calf of the leg	498	498	kɑːf	264	k ɑː f
German		the candle	1273	1273	keːrʦə	931	k eː r ts ə
French		the candle	1273	1273	ʃɑ̃dɛl	933	ʃ ɑ̃ d ɛ l
Dutch		the candle	1273	1273	kaːrs	931	k aː r s
English		the candle	1273	1273	kændḷ	-933	k æ n d l̩
German		the cape	1662	1662	lant#ʦʊŋə	336	l a n t _ ts ʊ ŋ ə
French		the cape	1662	1662	pʀɔmɔ̃twaʀ	338	p ʀ ɔ m ɔ̃ t w a ʀ
French		the cape	1662	1662	pwɛ̃t	339	p w ɛ̃ t
Dutch		the cape	1662	1662	kaːp	337	k aː p
English		the cape	1662	1662	keɪp	337	k eɪ p
German		the carpenter	1042	1042	ʦɪmər#man	652	ts ɪ m ə r _ m a n
French		the carpenter	1042	1042	ʃaʀpɑ̃tje	654	ʃ a ʀ p ɑ̃ t j e
Dutch		the carpenter	1042	1042	tɪmər#mɑn	652	t ɪ m ə r _ m ɑ n
English		the carpenter	1042	1042	kɑːpəntər	-654	k ɑː p ə n t ə r
German		the cattle	1153	1153	rɪnt#fiː	1848	r ɪ n t _ f iː
French		the cattle	1153	1153	betaj	1850	b e t a j
Dutch		the cattle	1153	1153	rʉnt	1848	r ʉ n t
English		the cattle	1153	1153	kætḷ	1849	k æ t l̩
German		the chair	1476	1476	ʃtuːl	919	ʃ t uː l
French		the chair	1476	1476	ʃɛz	921	ʃ ɛ z
Dutch		the chair	1476	1476	stuːl	919	s t uː l
English		the chair	1476	1476	ʧɛər	920	tʃ ɛ ə r
German		the cheek	1730	1730	vaŋə	1872	v a ŋ ə
French		the cheek	1730	1730	ʒu	1874	ʒ u
Dutch		the cheek	1730	1730	wɑŋ	1872	w ɑ ŋ
English		the cheek	1730	1730	ʧiːk	1873	tʃ iː k
German		the chest	1592	1592	brʊst	1608	b r ʊ s t
French		the chest	1592	1592	pwatʀin	1610	p w a t ʀ i n
Dutch		the chest	1592	1592	bɔrst	1608	b ɔ r s t
English		the chest	1592	1592	ʧɛst	1609	tʃ ɛ s t
German		the chicken	1318	1318	huːn	2143	h uː n
German		the chicken	1318	1318	hyːn#xən	2143	h yː n _ x ə n
French		the chicken	1318	1318	pulɛ	2145	p u l ɛ
Dutch		the chicken	1318	1318	kœykə	2144	k œi k ə
English		the chicken	1318	1318	ʧɪkɪn	2144	tʃ ɪ k ɪ n
German		the child(1)	1304	1304	kɪnt	111	k ɪ n t
French		the child(1)	1304	1304	ɑ̃fɑ̃	113	ɑ̃ f ɑ̃
Dutch		the child(1)	1304	1304	kɪnt	111	k ɪ n t
English		the child(1)	1304	1304	ʧaɪld	112	tʃ aɪ l d
German		the child(2)	1801	1801	kɪnt	1343	k ɪ n t
French		the child(2)	1801	1801	ɑ̃fɑ̃	1345	ɑ̃ f ɑ̃
Dutch		the child(2)	1801	1801	kɪnt	1343	k ɪ n t
English		the child(2)	1801	1801	ʧaɪld	1344	tʃ aɪ l d
German		the chimney	1305	1305	ʃɔrn#ʃtain	1245	ʃ ɔ r n _ ʃ t ai n
German		the chimney	1305	1305	kamiːn	-1247	k a m iː n
French		the chimney	1305	1305	ʃəmine	1247	ʃ ə m i n e
Dutch		the chimney	1305	1305	sxoːr#steːn	1245	s x oː r _ s t eː n
English		the chimney	1305	1305	ʧɪmnɪ	-1246	tʃ ɪ m n ɪ
German		the chisel	1979	1979	maisəl	385	m ai s ə l
French		the chisel	1979	1979	sizo	386	s i z o
Dutch		the chisel	1979	1979	bɛɪtəl	387	b ɛi t ə l
English		the chisel	1979	1979	ʧɪzḷ	-386	tʃ ɪ z l̩
German		the claw	72	72	klauə	901	k l au ə
German		the claw	72	72	kralə	903	k r a l ə
French		the claw	72	72	ɡʀif	902	g ʀ i f
Dutch		the claw	72	72	klɑuw	901	k l ɑu w
English		the claw	72	72	klɔː	901	k l ɔː
German		the clay	1399	1399	toːn	1001	t oː n
German		the clay	1399	1399	leːm	1004	l eː m
French		the clay	1399	1399	aʀʒil	1003	a ʀ ʒ i l
Dutch		the clay	1399	1399	klɛɪ	1002	k l ɛi
English		the clay	1399	1399	kleɪ	1002	k l eɪ
German		the cliff or precipice	618	618	klɪpə	829	k l ɪ p ə
French		the cliff or precipice	618	618	falɛz	830	f a l ɛ z
