language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Breton_ST		all	98	98	ɔl	965	ɔ l
Catalan		all	98	98	tot	543	t o t
Urdu		all	98	98	səb	748	s ə b
Polish		all	98	98	kaʒdɨ	3542	k a ʒ d ɨ
Armenian_Mod		and	1577	1577	jɛv	567	j ɛ v
Breton_ST		and	1577	1577	a	966	a
Catalan		and	1577	1577	i	848	i
Czech		and	1577	1577	a	1103	a
Danish		and	1577	1577	ɒw	1303	ɒ w
Dutch_List		and	1577	1577	ɛn	176	ɛ n
English		and	1577	1577	ænd	176	æ n d
French		and	1577	1577	e	848	e
German		and	1577	1577	ʊnt	176	ʊ n t
Greek_Mod		and	1577	1577	ce̞	1447	c e̞
Italian		and	1577	1577	e	848	e
Marathi		and	1577	1577	ani	1591	a n i
Polish		and	1577	1577	i	1103	i
Portuguese_ST		and	1577	1577	i	848	i
Russian		and	1577	1577	i	1103	i
Spanish		and	1577	1577	i	848	i
Swedish		and	1577	1577	ɔkː	1303	ɔ kː
Oriya		and	1577	1577	o	1	o
Bihari		and	1577	1577	aur	1	au r
Urdu		and	1577	1577	ʔɔɾ	1	ʔ ɔ ɾ
Armenian_Mod		animal	619	619	kɛntʰɑni	3385	k ɛ n tʰ ɑ n i
Breton_ST		animal	619	619	ɑ̃neval	849	ɑ̃ n e v a l
Catalan		animal	619	619	ənimal	849	ə n i m a l
Czech		animal	619	619	zviːr̝ɛ	1104	z v iː r ɛ
Danish		animal	619	619	d̥yːʌ	177	d̥ yː ʌ
Dutch_List		animal	619	619	dir	177	d i r
English		animal	619	619	ænɪməl	849	æ n ɪ m ə l
French		animal	619	619	animal	849	a n i m a l
German		animal	619	619	tiːɐ̯	177	t iː ɐ̯
Greek_Mod		animal	619	619	zo̞o̞	2176	z o̞ o̞
Italian		animal	619	619	animale	849	a n i m a l e
Polish		animal	619	619	zvʲɛʒɛ̃	1104	z vʲ ɛ ʒ ɛ̃
Portuguese_ST		animal	619	619	ɐnimaɫ	849	ɐ n i m a lˠ
Russian		animal	619	619	ʒɨvotnoe	2176	ʒ ɨ v o t n o e
Spanish		animal	619	619	animal	849	a n i m a l
Swedish		animal	619	619	jʉːr	177	j ʉː r
Oriya		animal	619	619	praɳi	849	p r a ɳ i
Oriya		animal	619	619	pɔsu	2177	p ɔ s u
Bihari		animal	619	619	janbər	684	j a n b ə r
Oriya		animal	619	619	ʤɔntu	684	dʒ ɔ n t u
Urdu		animal	619	619	ʤɑnwəɾ	684	dʒ ɑ n w ə ɾ
Breton_ST		animal	619	619	lo.ɛ̃n	2429	l o ɛ̃ n
Marathi		animal	619	619	dzənawəɾ	684	d z ə n a w ə ɾ
Armenian_Mod		ashes	646	646	moχiɾ	568	m o χ i ɾ
Breton_ST		ashes	646	646	lyːdy	968	l yː d y
Catalan		ashes	646	646	sɛndrə	850	s ɛ n d r ə
Czech		ashes	646	646	popɛl	1105	p o p ɛ l
Danish		ashes	646	646	asg̥ʰə	178	a s g̥ʰ ə
Dutch_List		ashes	646	646	ɑs	178	ɑ s
English		ashes	646	646	æʃɪz	178	æ ʃ ɪ z
French		ashes	646	646	sɑ̃dʀ	850	s ɑ̃ d ʀ
German		ashes	646	646	aʃə	178	a ʃ ə
Greek_Mod		ashes	646	646	staxti	1448	s t a x t i
Italian		ashes	646	646	ʧenere	850	tʃ e n e r e
Marathi		ashes	646	646	ɾakʰ	1592	ɾ a kʰ
Polish		ashes	646	646	pɔpʲuw	1105	p ɔ pʲ u w
Portuguese_ST		ashes	646	646	sĩzɐʃ	850	s ĩ z ɐ ʃ
Russian		ashes	646	646	zola	3386	z o l a
Spanish		ashes	646	646	θeniθas	850	θ e n i θ a s
Swedish		ashes	646	646	stɔft	1448	s t ɔ f t
Bihari		ashes	646	646	cʰaur	2182	cʰ au r
Oriya		ashes	646	646	bʱɔsmoɔ	2189	b̤ ɔ s m o
Oriya		ashes	646	646	paːũsɔ	3389	p aː ũ s ɔ
Urdu		ashes	646	646	ɾɑkʰ	1592	ɾ ɑ kʰ
Swedish		ashes	646	646	aska	178	a s k a
Marathi		ashes	646	646	bʱəsmə	2189	b̤ ə s m ə
Catalan		at	1461	1461	a	2542	a
Czech		at	1461	1461	ʊ	2540	ʊ
Danish		at	1461	1461	veð	2545	v e ð
Dutch_List		at	1461	1461	tə	2546	t ə
English		at	1461	1461	æt	2542	æ t
French		at	1461	1461	a	2542	a
German		at	1461	1461	an	2544	a n
Greek_Mod		at	1461	1461	se̞	1449	s e̞
Italian		at	1461	1461	a	2542	a
Marathi		at	1461	1461	t	1659	t
Polish		at	1461	1461	v	2535	v
Portuguese_ST		at	1461	1461	ɐ̃j	2535	ɐ̃ j
Russian		at	1461	1461	v	2535	v
Spanish		at	1461	1461	a	2542	a
Swedish		at	1461	1461	viːd	2545	v iː d
Breton_ST		at	1461	1461	e	2535	e
Oriya		at	1461	1461	ʈʰare	2537	ʈʰ a r e
Oriya		at	1461	1461	re	2537	r e
Urdu		at	1461	1461	pəɾ	2536	p ə ɾ
Czech		at	1461	1461	pr̝ɪ	2538	p r ɪ
Russian		at	1461	1461	u	2540	u
Catalan		at	1461	1461	pər	3544	p ə r
Portuguese_ST		at	1461	1461	a	2543	a
Swedish		at	1461	1461	poː	3561	p oː
Marathi		at	1461	1461	wadzta	1829	w a d z t a
Armenian_Mod		at	1461	1461	um	3582	u m
Armenian_Mod		at	1461	1461	in	3588	i n
Breton_ST		back	1291	1291	kɛjn	969	k ɛ j n
Catalan		back	1291	1291	əspaʎʎə	2186	ə s p a ʎː ə
Danish		back	1291	1291	b̥ɛj	180	b̥ ɛ j
Dutch_List		back	1291	1291	rʏχ	2183	r ʏ χ
English		back	1291	1291	bæk	180	b æ k
French		back	1291	1291	do	851	d o
German		back	1291	1291	rijkn̩	2183	r i j k n̩
Greek_Mod		back	1291	1291	plati	1580	p l a t i
Italian		back	1291	1291	dɔsso	851	d ɔ sː o
Marathi		back	1291	1291	patʰ	686	p a tʰ
Polish		back	1291	1291	plɛʦɨ	1885	p l ɛ ts ɨ
Russian		back	1291	1291	spina	2059	s p i n a
Spanish		back	1291	1291	espalda	2186	e s p a l d a
Swedish		back	1291	1291	rʏg	2183	r ʏ g
Bihari		back	1291	1291	piʈa	686	p i ʈ a
Bihari		back	1291	1291	ɖar	3391	ɖ a r
Oriya		back	1291	1291	piʈʰi	686	p i ʈʰ i
Urdu		back	1291	1291	kəməɾ	3453	k ə m ə ɾ
Catalan		back	1291	1291	əskɛnə	2551	ə s k ɛ n ə
Portuguese_ST		back	1291	1291	kɔʃtɐʃ	3533	k ɔ ʃ t ɐ ʃ
Armenian_Mod		back	1291	1291	meʧʰkʰ	3589	m e tʃʰ kʰ
Czech		back	1291	1291	zaːda	3591	z aː d a
Breton_ST		bad	1292	1292	fal	970	f a l
Catalan		bad	1292	1292	mal	852	m a l
Danish		bad	1292	1292	ɔn	2191	ɔ n
Dutch_List		bad	1292	1292	slɛχt	181	s l ɛ χ t
English		bad	1292	1292	bæd	2194	b æ d
French		bad	1292	1292	mɔvɛ	852	m ɔ v ɛ
German		bad	1292	1292	ʃlɛçt	181	ʃ l ɛ ç t
Greek_Mod		bad	1292	1292	kako̞s	1451	k a k o̞ s
Italian		bad	1292	1292	kattivo	2196	k a tː i v o
Marathi		bad	1292	1292	wa͜iːʈ	3387	w a iː ʈ
Polish		bad	1292	1292	zwɨ	1197	z w ɨ
Portuguese_ST		bad	1292	1292	maw	852	m a w
Russian		bad	1292	1292	ploxoj	3388	p l o x o j
Spanish		bad	1292	1292	malo	852	m a l o
Swedish		bad	1292	1292	doː.lɪɡ	2038	d oː l ɪ g
Armenian_Mod		bad	1292	1292	vɑt	2190	v ɑ t
Bihari		bad	1292	1292	kʰərap	4	kʰ ə r a p
Oriya		bad	1292	1292	kʰɔrapɔ	4	kʰ ɔ r a p ɔ
Urdu		bad	1292	1292	bʊɾɑ	2553	b ʊ ɾ ɑ
Swedish		bad	1292	1292	und	2191	u n d
Swedish		bad	1292	1292	ʉːsəl	2195	ʉː s ə l
Urdu		bad	1292	1292	χəɾɑb	4	χ ə ɾ ɑ b
Czech		bad	1292	1292	zliː	1197	z l iː
Czech		bark	1204	1204	kuːra	182	k uː r a
Catalan		bark	1204	1204	əskɔrsə	182	ə s k ɔ r s ə
Breton_ST		bark	1204	1204	rysk	971	r y s k
Danish		bark	1204	1204	b̥ɑːg̥ʰ	1305	b̥ ɑː g̥ʰ
Dutch_List		bark	1204	1204	sχɔrs	182	s χ ɔ r s
English		bark	1204	1204	bɑːk	1305	b ɑː k
French		bark	1204	1204	ekɔʀs	182	e k ɔ ʀ s
German		bark	1204	1204	rɪndə	1438	r ɪ n d ə
Greek_Mod		bark	1204	1204	ðe̞ndro̞fluða	3390	ð e̞ n d r o̞ f l u ð a
Italian		bark	1204	1204	skɔrdza	182	s k ɔ r d z a
Marathi		bark	1204	1204	sal	750	s a l
Polish		bark	1204	1204	kɔra	182	k ɔ r a
Russian		bark	1204	1204	kora	182	k o r a
Spanish		bark	1204	1204	koɾteθa	182	k o ɾ t e θ a
Swedish		bark	1204	1204	bark	1305	b a r k
Bihari		bark	1204	1204	cʰal	750	cʰ a l
Oriya		bark	1204	1204	čheli	750	tʃ h e l i
Oriya		bark	1204	1204	bɔkɔɭɔ	1798	b ɔ k ɔ ɭ ɔ
Urdu		bark	1204	1204	ʧɑl	750	tʃ ɑ l
German		bark	1204	1204	bɔrkə	1305	b ɔ r k ə
Italian		bark	1204	1204	kortetʧa	182	k o r t e t tʃ a
Armenian_Mod		bark	1204	1204	kɛʁɛv	570	k ɛ ʁ ɛ v
Portuguese_ST		bark	1204	1204	kaʃkɐ	182	k a ʃ k ɐ
German		because	1157	1157	vail	1439	v ai l
Breton_ST		because	1157	1157	pɛgwiːr	3392	p ɛ g w iː r
Marathi		because	1157	1157	kaɾəɳ	751	k a ɾ ə ɳ
Swedish		because	1157	1157	emeːdan	2100	e m eː d a n
Armenian_Mod		because	1157	1157	voɾovhɛtɛv	3393	v o ɾ o v h ɛ t ɛ v
English		because	1157	1157	bɪkɒz	1341	b ɪ k ɒ z
Oriya		because	1157	1157	karɔɳɔ	751	k a r ɔ ɳ ɔ
Oriya		because	1157	1157	hetu	3397	h e t u
Oriya		because	1157	1157	jogu	3398	j o g u
Oriya		because	1157	1157	boli	3399	b o l i
Urdu		because	1157	1157	kjuː#ke	1660	k j uː _ k e
Polish		because	1157	1157	bɔ	2096	b ɔ
Greek_Mod		because	1157	1157	ðio̞ti	3580	ð i o̞ t i
Czech		belly	1251	1251	br̝ɪxo	1218	b r ɪ x o
English		belly	1251	1251	bɛlɪ	184	b ɛ l ɪ
Breton_ST		belly	1251	1251	koːf	973	k oː f
Catalan		belly	1251	1251	bentrə	854	b e n t r ə
Danish		belly	1251	1251	b̥u	184	b̥ u
Dutch_List		belly	1251	1251	bœyk	184	b œi k
French		belly	1251	1251	vɑ̃tʀ	854	v ɑ̃ t ʀ
German		belly	1251	1251	baux	184	b au x
Greek_Mod		belly	1251	1251	ciʎa	1454	c i ʎ a
Italian		belly	1251	1251	vɛntre	854	v ɛ n t r e
Marathi		belly	1251	1251	poʈ	752	p o ʈ
Polish		belly	1251	1251	bʒux	1218	b ʒ u x
Portuguese_ST		belly	1251	1251	vẽtɾɨ	854	v ẽ t ɾ ɨ
Russian		belly	1251	1251	zivot	2238	z i v o t
Swedish		belly	1251	1251	bʉːk	184	b ʉː k
Bihari		belly	1251	1251	peʈ	752	p e ʈ
Oriya		belly	1251	1251	peʈɔ	752	p e ʈ ɔ
Urdu		belly	1251	1251	peʈ	752	p e ʈ
Spanish		belly	1251	1251	bariɣa	3610	b a r i ɣ a
Portuguese_ST		belly	1251	1251	bɐʁiɣɐ	3634	b ɐ ʁ i ɣ ɐ
Catalan		belly	1251	1251	panʃə	3167	p a n ʃ ə
Armenian_Mod		big	1202	1202	mɛʦ	360	m ɛ ts
Czech		big	1202	1202	vɛlkiː	1219	v ɛ l k iː
Breton_ST		big	1202	1202	bʁaz	855	b ʁ a z
Catalan		big	1202	1202	gran	855	g r a n
Danish		big	1202	1202	sd̥ʰoɐ̯	2203	s d̥ʰ o ɐ̯
Dutch_List		big	1202	1202	ɣrot	185	ɣ r o t
English		big	1202	1202	bɪg	1342	b ɪ g
French		big	1202	1202	gʀɑ̃	855	g ʀ ɑ̃
German		big	1202	1202	groːs	185	g r oː s
Greek_Mod		big	1202	1202	me̞ɣalo̞s	360	m e̞ ɣ a l o̞ s
Italian		big	1202	1202	grande	855	g r a n d e
Marathi		big	1202	1202	moʈʰə	1593	m o ʈʰ ə
Polish		big	1202	1202	vʲɛlkʲi	1219	vʲ ɛ l kʲ i
Portuguese_ST		big	1202	1202	ɡɾɐ̃ðɨ	855	g ɾ ɐ̃ ð ɨ
Russian		big	1202	1202	bolʲʃoj	3394	b o lʲ ʃ o j
Spanish		big	1202	1202	ɡɾande	855	g ɾ a n d e
Swedish		big	1202	1202	gruːv	185	g r uː v
Bihari		big	1202	1202	nəmhər	3396	n ə m h ə r
Oriya		big	1202	1202	bɔɽɔ	753	b ɔ ɽ ɔ
Urdu		big	1202	1202	bəɽɛ	753	b ə ɽ ɛ
Russian		big	1202	1202	velikij	1219	v e l i k i j
Breton_ST		big	1202	1202	møʁ	3572	m ø ʁ
Catalan		big	1202	1202	ʎaɾk	3668	ʎ a ɾ k
Armenian_Mod		bird	937	937	tʰərʧʰun	571	tʰ ə r tʃʰ u n
Czech		bird	937	937	ptaːk	1109	p t aː k
Breton_ST		bird	937	937	ẽwn	974	ẽ w n
Catalan		bird	937	937	useʎ	856	u s e ʎ
Danish		bird	937	937	ful	186	f u l
Dutch_List		bird	937	937	voɣəl	186	v o ɣ ə l
English		bird	937	937	bɜːd	3395	b ɜː d
French		bird	937	937	wazo	856	w a z o
German		bird	937	937	foːgl̩	186	f oː g l̩
Greek_Mod		bird	937	937	puli	1455	p u l i
Italian		bird	937	937	utʧɛllo	856	u t tʃ ɛ lː o
Marathi		bird	937	937	pəkʂi	754	p ə k ʂ i
Polish		bird	937	937	ptak	1109	p t a k
Portuguese_ST		bird	937	937	avɨ	856	a v ɨ
Russian		bird	937	937	ptitsa	1109	p t i t s a
Swedish		bird	937	937	foːgəl	186	f oː g ə l
Bihari		bird	937	937	cirəi	2204	c i r əi
Oriya		bird	937	937	pɔkʰi	754	p ɔ kʰ i
Urdu		bird	937	937	pɾɪnd̪əh	1831	p ɾ ɪ n d̪ ə h
Catalan		bird	937	937	muʃo	3530	m u ʃ o
Breton_ST		bird	937	937	laːbus	2205	l aː b u s
Spanish		bird	937	937	paxaɾo	3604	p a x a ɾ o
Portuguese_ST		bird	937	937	pasɐɾu	3638	p a s ɐ ɾ u
Armenian_Mod		bite	1403	1403	kəʦɛl	2028	k ə ts ɛ l
Czech		bite	1403	1403	koʊ̯sat	1220	k ou s a t
Breton_ST		bite	1403	1403	krɛːgĩn	975	k r ɛː g ĩ n
Catalan		bite	1403	1403	musəɣa	1257	m u s ə ɣ a
Danish		bite	1403	1403	b̥iːðə	187	b̥ iː ð ə
Dutch_List		bite	1403	1403	bɛitən	187	b ɛi t ə n
English		bite	1403	1403	baɪt	187	b aɪ t
French		bite	1403	1403	mɔʀdʀ	857	m ɔ ʀ d ʀ
German		bite	1403	1403	baisn̩	187	b ai s n̩
Greek_Mod		bite	1403	1403	ðaŋɡo̞no̞	1456	ð a ŋ g o̞ n o̞
Italian		bite	1403	1403	mɔrdere	857	m ɔ r d e r e
Polish		bite	1403	1403	ɡrɨɕʨ	2028	g r ɨ ɕ tɕ
Portuguese_ST		bite	1403	1403	muɾdeɾ	857	m u ɾ d e ɾ
Russian		bite	1403	1403	kusatʲ	1220	k u s a tʲ
Spanish		bite	1403	1403	moɾðeɾ	857	m o ɾ ð e ɾ
Swedish		bite	1403	1403	biːta	187	b iː t a
Bihari		bite	1403	1403	kaʈəb	1594	k a ʈ ə b
Oriya		bite	1403	1403	kamuɽ	2472	k a m u ɽ
Urdu		bite	1403	1403	kɑʈnə	1594	k ɑ ʈ n ə
Catalan		bite	1403	1403	pika	3531	p i k a
Breton_ST		bite	1403	1403	dãntã	1456	d ã n t ã
Marathi		bite	1403	1403	tsawa	755	t s a w a
Armenian_Mod		black	163	163	sɛv	573	s ɛ v
Czech		black	163	163	ʧɛrniː	1111	tʃ ɛ r n iː
Breton_ST		black	163	163	dyː	976	d yː
Catalan		black	163	163	nɛɣɾə	858	n ɛ ɣ ɾ ə
Danish		black	163	163	sɒːd̥ʰ	188	s ɒː d̥ʰ
Dutch_List		black	163	163	zwɑrt	188	z w ɑ r t
English		black	163	163	blæk	1343	b l æ k
French		black	163	163	nwaʀ	858	n w a ʀ
German		black	163	163	ʃwart͜s	188	ʃ w a r ts
Greek_Mod		black	163	163	mavro̞s	1457	m a v r o̞ s
Italian		black	163	163	nero	858	n e r o
Marathi		black	163	163	kaɭa	756	k a ɭ a
Polish		black	163	163	ʧarnɨ	1111	tʃ a r n ɨ
Portuguese_ST		black	163	163	neɡɾu	858	n e g ɾ u
Russian		black	163	163	ʧernɨj	1111	tʃ e r n ɨ j
Spanish		black	163	163	neɣɾo	858	n e ɣ ɾ o
Swedish		black	163	163	svart	188	s v a r t
Bihari		black	163	163	kari	756	k a r i
Oriya		black	163	163	kɔɭa	756	k ɔ ɭ a
Urdu		black	163	163	kɑlə	756	k ɑ l ə
Portuguese_ST		black	163	163	pɾetu	2473	p ɾ e t u
Armenian_Mod		blood	946	946	ɑɾɪ̯un	574	ɑ ɾ i u n
Czech		blood	946	946	krɛf	1112	k r ɛ f
German		blood	946	946	bluːt	189	b l uː t
Breton_ST		blood	946	946	gwaːt	977	g w aː t
Catalan		blood	946	946	saŋ	859	s a ŋ
Danish		blood	946	946	b̥loð	189	b̥ l o ð
Dutch_List		blood	946	946	blut	189	b l u t
English		blood	946	946	blʌd	189	b l ʌ d
French		blood	946	946	sɑ̃	859	s ɑ̃
Greek_Mod		blood	946	946	e̞ma	1458	e̞ m a
Italian		blood	946	946	sangwe	859	s a n g w e
Marathi		blood	946	946	ɾəktə	757	ɾ ə k t ə
Polish		blood	946	946	krɛf	1112	k r ɛ f
Portuguese_ST		blood	946	946	sɐ̃ɣɨ	859	s ɐ̃ ɣ ɨ
Russian		blood	946	946	krovʲ	1112	k r o vʲ
Spanish		blood	946	946	saŋɡɾe	859	s a ŋ g ɾ e
Swedish		blood	946	946	bluːd	189	b l uː d
Bihari		blood	946	946	sonit	3401	s o n i t
Oriya		blood	946	946	rɔktɔ	757	r ɔ k t ɔ
Urdu		blood	946	946	χun	687	χ u n
Armenian_Mod		blow	175	175	pʰəʧʰɛl	575	pʰ ə tʃʰ ɛ l
Czech		blow	175	175	foʊ̯kat	575	f ou k a t
German		blow	175	175	veːən	1662	v eː ə n
Greek_Mod		blow	175	175	fiso̞	575	f i s o̞
Italian		blow	175	175	soffjare	190	s o fː j a r e
Portuguese_ST		blow	175	175	supɾaɾ	190	s u p ɾ a ɾ
Russian		blow	175	175	dutʲ	2567	d u tʲ
Spanish		blow	175	175	soplaɾ	190	s o p l a ɾ
Swedish		blow	175	175	bloːsa	190	b l oː s a
Catalan		blow	175	175	bufa	190	b u f a
Breton_ST		blow	175	175	xweːzã	978	x w eː z ã
Danish		blow	175	175	b̥lɛːsə	190	b̥ l ɛː s ə
Dutch_List		blow	175	175	wayən	1662	w a j ə n
English		blow	175	175	bləʊ	190	b l əu
French		blow	175	175	sufle	190	s u f l e
Bihari		blow	175	175	pʰukəb	575	pʰ u k ə b
Bihari		blow	175	175	surkəb	3402	s u r k ə b
Bihari		blow	175	175	hawa#bəhəb	1662	h a w a _ b ə h ə b
Oriya		blow	175	175	bohiba	1662	b o h i b a
Urdu		blow	175	175	pʰuːknə	575	pʰ uː k n ə
Dutch_List		blow	175	175	blazən	190	b l a z ə n
Polish		blow	175	175	dmuxaʨ	3546	d m u x a tɕ
Marathi		blow	175	175	uɖɳe	2567	u ɖ ɳ e
Czech		bone	1394	1394	kost	1114	k o s t
Armenian_Mod		bone	1394	1394	voskoɾ	519	v o s k o ɾ
Breton_ST		bone	1394	1394	askɔrn	519	a s k ɔ r n
Catalan		bone	1394	1394	ɔs	519	ɔ s
Danish		bone	1394	1394	b̥en	191	b̥ e n
Dutch_List		bone	1394	1394	ben	3400	b e n
English		bone	1394	1394	bəʊn	191	b əu n
French		bone	1394	1394	ɔs	519	ɔ s
German		bone	1394	1394	knɔxn̩	1440	k n ɔ x n̩
Greek_Mod		bone	1394	1394	ko̞kalo̞	1459	k o̞ k a l o̞
Italian		bone	1394	1394	ɔsso	519	ɔ sː o
Marathi		bone	1394	1394	haɖ	11	h a ɖ
Polish		bone	1394	1394	kɔɕʨ	1114	k ɔ ɕ tɕ
Portuguese_ST		bone	1394	1394	osu	519	o s u
Russian		bone	1394	1394	kostʲ	1114	k o s tʲ
Spanish		bone	1394	1394	weso	519	w e s o
Swedish		bone	1394	1394	beːn	191	b eː n
Bihari		bone	1394	1394	həɖɖi	11	h ə ɖː i
Oriya		bone	1394	1394	haɖɔ	11	h a ɖ ɔ
Urdu		bone	1394	1394	həɖːi	11	h ə ɖː i
Dutch_List		bone	1394	1394	ɣrat	191	ɣ r a t
Bihari		breast	1402	1402	cuci	2475	c u c i
Oriya		breast	1402	1402	dud	2474	d u d
Urdu		breast	1402	1402	pɪstɑn	2217	p ɪ s t ɑ n
Italian		breast	1402	1402	poppa	2210	p o pː a
Italian		breast	1402	1402	mammɛlla	2209	m a mː ɛ lː a
French		breast	1402	1402	sɛ̃	2216	s ɛ̃
Polish		breast	1402	1402	pʲɛrɕ	2212	pʲ ɛ r ɕ
Russian		breast	1402	1402	grudʲ	2213	g r u dʲ
Greek_Mod		breast	1402	1402	stiθo̞s	2217	s t i θ o̞ s
French		breast	1402	1402	mamɛl	2209	m a m ɛ l
French		breast	1402	1402	tetɔ̃	3151	t e t ɔ̃
Italian		breast	1402	1402	tetta	3151	t e tː a
Armenian_Mod		breast	1402	1402	kuɾʦkʰ	3598	k u ɾ ts kʰ
Spanish		breast	1402	1402	peʧo	3618	p e tʃ o
Armenian_Mod		breathe	1407	1407	ʃənʧʰɛl	2569	ʃ ə n tʃʰ ɛ l
Czech		breathe	1407	1407	diːxat	1115	d iː x a t
Breton_ST		breathe	1407	1407	ãnaːlat	860	ã n aː l a t
Catalan		breathe	1407	1407	ələna	860	ə l ə n a
Danish		breathe	1407	1407	ʌnə	860	ʌ n ə
Dutch_List		breathe	1407	1407	adəmən	192	a d ə m ə n
English		breathe	1407	1407	briːð	2573	b r iː ð
French		breathe	1407	1407	ʀɛspiʀe	2571	ʀ ɛ s p i ʀ e
German		breathe	1407	1407	aːtmən	192	aː t m ə n
Greek_Mod		breathe	1407	1407	anapne̞o̞	1460	a n a p n e̞ o̞
Italian		breathe	1407	1407	respirare	2571	r e s p i r a r e
Marathi		breathe	1407	1407	ʃwas#gʱeɳe	576	ʃ w a s _ g̤ e ɳ e
Polish		breathe	1407	1407	ɔddixaʨ	1115	ɔ dː i x a tɕ
Portuguese_ST		breathe	1407	1407	ɾɨʃpiɾaɾ	2571	ɾ ɨ ʃ p i ɾ a ɾ
Russian		breathe	1407	1407	duʃatʲ	1115	d u ʃ a tʲ
Spanish		breathe	1407	1407	respiɾaɾ	2571	r e s p i ɾ a ɾ
Swedish		breathe	1407	1407	andas	860	a n d a s
Bihari		breathe	1407	1407	sãs#pʰerəb	576	s ã s _ pʰ e r ə b
Oriya		breathe	1407	1407	nisvasɔ#neba	3409	n i s v a s ɔ _ n e b a
Urdu		breathe	1407	1407	sɑ̃s#lenə	576	s ɑ̃ s _ l e n ə
Swedish		breathe	1407	1407	leːva	3564	l eː v a
Armenian_Mod		burn	2102	2102	ɑɪ̯ɾvɛl	577	ai ɾ v ɛ l
Czech		burn	2102	2102	hor̝ɛt	2243	h o r ɛ t
Breton_ST		burn	2102	2102	dɛːvĩ	1101	d ɛː v ĩ
Catalan		burn	2102	2102	krəma	2242	k r ə m a
Danish		burn	2102	2102	b̥ʁanə	193	b̥ ʁ a n ə
Dutch_List		burn	2102	2102	brɑndən	193	b r ɑ n d ə n
English		burn	2102	2102	bɜːn	193	b ɜː n
French		burn	2102	2102	bʀyle	3152	b ʀ y l e
German		burn	2102	2102	brɛnən	193	b r ɛ n ə n
Greek_Mod		burn	2102	2102	ce̞o̞	1461	c e̞ o̞
Italian		burn	2102	2102	ardere	1389	a r d e r e
Marathi		burn	2102	2102	dzəɭɳe	758	d z ə ɭ ɳ e
Polish		burn	2102	2102	paʎiʨ#ɕɛ	2241	p a ʎ i tɕ _ ɕ ɛ
Portuguese_ST		burn	2102	2102	ɐɾdeɾ	1389	ɐ ɾ d e ɾ
Russian		burn	2102	2102	gorʲetʲ	2243	g o rʲ e tʲ
Swedish		burn	2102	2102	brɛna	193	b r ɛ n a
Bihari		burn	2102	2102	jərəb	758	j ə r ə b
Oriya		burn	2102	2102	jɔɭ	758	j ɔ ɭ
Oriya		burn	2102	2102	poɽ	2478	p o ɽ
Urdu		burn	2102	2102	ʤəlnɑ	758	dʒ ə l n ɑ
Italian		burn	2102	2102	bruʧare	3152	b r u tʃ a r e
Dutch_List		burn	2102	2102	ɣlujən	3594	ɣ l u j ə n
Armenian_Mod		burn	2102	2102	vɑrvel	577	v ɑ r v e l
Spanish		burn	2102	2102	kemaɾ	2242	k e m a ɾ
Czech		child	2099	2099	ɟiːcɛ	1116	ɟ iː c ɛ
Danish		child	2099	2099	b̥ɑn	1307	b̥ ɑ n
Dutch_List		child	2099	2099	kɪnt	194	k ɪ n t
English		child	2099	2099	ʧaɪld	2223	tʃ aɪ l d
French		child	2099	2099	ɑ̃fɑ̃	1390	ɑ̃ f ɑ̃
