language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
Iraralay	ivv	fish	227	111	among	19	
Iraralay	ivv	rotten	1728	112	rokop	28	marokop 28
Iraralay	ivv	branch	1531	113	yangaw	2,  23	sanga 2
Iraralay	ivv	leaf	628	114	vohong	18	
Iraralay	ivv	root	670	115	yamot	3	
Iraralay	ivv	flower	239	116	savong	24,  1	
Iraralay	ivv	fruit	1507	117	asi no kayo	10	
Iraralay	ivv	grass	606	118	tamek	25	
Iraralay	ivv	earth/soil	1228	119	tana	1	
Iraralay	ivv	skin	763	12	kolit	1	
Iraralay	ivv	stone	857	120	vato	1	
Iraralay	ivv	sand	671	121	anay	1	
Iraralay	ivv	water	948	122	ranom	1	
Iraralay	ivv	to flow	2003	123	voyog	22	omvoyog 22
Iraralay	ivv	sea	1474	124	awa	26	
Iraralay	ivv	salt	1274	125	asin	3	hana 16
Iraralay	ivv	woods/forest	420	127	kakayowan	2	kahasan 1
Iraralay	ivv	sky	1732	128	hanyit	1	
Iraralay	ivv	moon	1313	129	vehan	1	
Iraralay	ivv	back	1291	13	likod	1	
Iraralay	ivv	star	1430	130	mata no hanyit	18	
Iraralay	ivv	cloud	1489	131	cinalab	28	
Iraralay	ivv	fog	249	132	tahahaso	19	kepkep 18
Iraralay	ivv	rain	658	133	cimoy	12	
Iraralay	ivv	thunder	1150	134	adey	32	
Iraralay	ivv	lightning	1654	135	cilat	1	
Iraralay	ivv	wind	960	136	sazawsaw	26	pagpag 27
Iraralay	ivv	to blow	175	137	viyot	23	viyot 23; naviyotan 23
Iraralay	ivv	warm	1232	138	annget	24	mannget 24
Iraralay	ivv	cold	1287	139	naebneb	25	manaebneb 25
Iraralay	ivv	belly	1251	14	velek	27	
Iraralay	ivv	dry	1398	140	abkaw	24	mabkaw 24; akjit 25; makjit 25
Iraralay	ivv	wet	1726	141	vasa	1	mavasa 1
Iraralay	ivv	heavy	1210	142	rehmet	22	marehmet 22
Iraralay	ivv	fire	221	143	apoy	1	
Iraralay	ivv	to burn	2102	144	asleb	22	asleben 22
Iraralay	ivv	smoke	778	145	awob	55	
Iraralay	ivv	ash	646	146	avo	1	
Iraralay	ivv	black	163	147	vaheng	20	mavaheng 20
Iraralay	ivv	white	1335	148	lavang	28	malavang 28; ilak 27; meylak 27
Iraralay	ivv	red	156	149	bazangbang	30	mabazangbang 30
Iraralay	ivv	bone	1394	15	totowang	1	
Iraralay	ivv	small	1246	152	alikey	1	
Iraralay	ivv	big	1202	153	rakoh	23	
Iraralay	ivv	short	1645	154	ayinged	23	mayinged 23
Iraralay	ivv	long	1203	155	naro	1	manaro 1
Iraralay	ivv	thin	1400	156	taripis	11	mataripis 11
Iraralay	ivv	thick	1244	157	agsaz	23	magsaz 23
Iraralay	ivv	narrow	1267	158	ilid	20	meylid 20
Iraralay	ivv	wide	1243	159	ovong	15	mowvong 15
Iraralay	ivv	intestines	1991	16	cinayi	1	
Iraralay	ivv	painful, sick	2103	160	ingen	24	meingen 24; ingen 24; meingen 24
Iraralay	ivv	shy, ashamed	487	161	asnek	15	masnek 15
Iraralay	ivv	old	1229	162	rarakeh	23	
Iraralay	ivv	new	1231	163	vayo	1	
Iraralay	ivv	good	1035	164	piya	1	mapiya 1
Iraralay	ivv	bad, evil	1292	165	rahet	1	marahet 1
Iraralay	ivv	correct, true	1725	166	noyong	21	manoyong 21; oyod 21
Iraralay	ivv	night	1233	167	ahep	22	mahep 22
Iraralay	ivv	year	1226	169	awan	1	
Iraralay	ivv	liver	1224	17	atayi	1	
Iraralay	ivv	when?	1238	170	si mango	10	no kango 10
Iraralay	ivv	to hide	602	171	tayo	13	itayo 13
Iraralay	ivv	to climb	1102	172	kalat	17	komalat 17
Iraralay	ivv	in, inside	1606	174	sahad	14	isek 15
Iraralay	ivv	above	1741	175	tingato	16	towos 17
Iraralay	ivv	below	1485	176	irahem	20	tirahem 20
Iraralay	ivv	near	1942	179	asngen	23	masngen 23
Iraralay	ivv	breast	1402	18	soso	1	
Iraralay	ivv	far	1406	180	rayi	25	marayi 25
Iraralay	ivv	where?	1237	181	doajin	1	jino 1
Iraralay	ivv	what?	1236	188	ikongo	18	
Iraralay	ivv	who?	1235	189	sino	14	
Iraralay	ivv	shoulder	1482	19	pisagatan	20	pakaw 21
Iraralay	ivv	all	98	191	akano	25	kano 25
Iraralay	ivv	and	1577	192	kano	1	akano 1; akani 1; akanira 1
Iraralay	ivv	if	1459	193	ano si	2?	
Iraralay	ivv	how?	1239	194	pira	21	
Iraralay	ivv	no, not	1269	195	beken	26	ji 45; beken 26
Iraralay	ivv	to count	1420	196	vilang	1	vilangan 1
Iraralay	ivv	One	1493	197	asa	1	
Iraralay	ivv	Two	1498	198	dowa	1	rarowa 1; adowa 1
Iraralay	ivv	Three	492	199	atlo	1	atlo 1; tatlo 1
Iraralay	ivv	left	244	2	wozi	26	
Iraralay	ivv	to know, be knowledgeable	1410	20	peymo	25	patak 27
Iraralay	ivv	Four	1500	200	apat	1	apat 1; papat 1
Iraralay	ivv	Five	493	201	lima	1	lalima 1; alima 1
Iraralay	ivv	Six	1703	202	anem	1	anem 1; nanem 1
Iraralay	ivv	Seven	1704	203	pito	1	papito 1; apito 1
Iraralay	ivv	Eight	1705	204	wawo	3	wawawo 3; awawo 3
Iraralay	ivv	Nine	1483	205	siyam	9	sasiyam 9; asiyam 9
Iraralay	ivv	Ten	1515	206	poo	5	angangalenan 4; sangangalenan 4
Iraralay	ivv	Twenty	1710	207	adongangalnan	7	
Iraralay	ivv	One Hundred	1634	209	asa poo	8	
Iraralay	ivv	to think	2271	21	nakem	26	naknakem 26
Iraralay	ivv	One Thousand	1843	210	asa zibo	9,  5	
Iraralay	ivv	to fear	1419	22	wam	17	meywam 17; yohey 31
Iraralay	ivv	blood	946	23	rala	1	
Iraralay	ivv	head	1256	24	wowo	28?	
Iraralay	ivv	neck	1333	25	zagaw	36	
Iraralay	ivv	hair	1040	26	avok	1	
Iraralay	ivv	nose	1221	27	momodan	19	
Iraralay	ivv	to breathe	1407	28	ininawa	1	omininawa 1
Iraralay	ivv	to sniff, smell	375	29	hangno	4,  22	mahangno 4,  22
Iraralay	ivv	right	1019	3	wanan	1	
Iraralay	ivv	mouth	674	30	ngongoy	22	ngoso ̋2
Iraralay	ivv	tooth	1380	31	ngepen	1	kamansasanga 13; asong 19
Iraralay	ivv	tongue	1205	32	lila	4	
Iraralay	ivv	to laugh	1355	33	miyeng	25	mamiyeng 25
Iraralay	ivv	to cry	1839	34	lavi	10	omlavi 10
Iraralay	ivv	to vomit	1278	35	ota	1	
Iraralay	ivv	to eat	1336	37	kan	1	koman 1
Iraralay	ivv	to chew	321	38	mama	1	
Iraralay	ivv	to cook	1100	39	rotong	22	
Iraralay	ivv	leg/foot	2098	4	ayi	1	
Iraralay	ivv	to drink	1401	40	inom	1	
Iraralay	ivv	to bite	1403	41	songit	19	songiten 19; sangbab 19; sangbaben 19
Iraralay	ivv	to suck	1421	42	sepsep	1	sepsepan 1
Iraralay	ivv	ear	1247	43	talinga	1	
Iraralay	ivv	to hear	1408	44	amizeng	16	
Iraralay	ivv	eye	1248	45	mata	1	
Iraralay	ivv	to yawn	1028	47	owab	1	miyowab 1; powa 1; mapowa 1
Iraralay	ivv	to sleep	1585	48	itkeh	21	mitkeh 21
Iraralay	ivv	to lie down	1411	49	apayo	32	mapayo 32; iray 20; miray 20
Iraralay	ivv	to walk	1443	5	alam	17	omalam 17
Iraralay	ivv	to dream	1920	50	tateynep	30	
Iraralay	ivv	to sit	1416	51	toratod	33	tomratod 33
Iraralay	ivv	to stand	1442	52	tanek	21	tomanek 21
Iraralay	ivv	person/human being	683	53	tao	1	
Iraralay	ivv	man/male	1554	54	mehakey	24	
Iraralay	ivv	woman/female	962	55	mavakes	16	
Iraralay	ivv	child	2099	56	motdeh	15	anak 1
Iraralay	ivv	husband	1200	57	kahakey	30	
Iraralay	ivv	wife	1199	58	kahavakes	21	
Iraralay	ivv	mother	1216	59	ina	1	
Iraralay	ivv	road/path	667	6	rarahan	1	
Iraralay	ivv	father	1217	60	ama	1	
Iraralay	ivv	house	1252	61	vahey	14	
Iraralay	ivv	thatch/roof	2100	62	atep	1	
Iraralay	ivv	name	1405	63	ngaran	1	
Iraralay	ivv	rope	1218	65	ovid	23	
Iraralay	ivv	to tie up, fasten	1094	66	kedked	27	kedkeden 27
Iraralay	ivv	to sew	1457	67	reyit	2	reyiten 2
Iraralay	ivv	needle	1382	68	rayem	1	
Iraralay	ivv	to hunt	1435	69	anop	1	anopen 1
Iraralay	ivv	to come	1446	7	may	1	
Iraralay	ivv	to stab, pierce	1434	71	tokozos	27	tokozosan 27
Iraralay	ivv	to hit	1433	72	toki	25	tomoki 25; bakbak 24; ambakbak 24
Iraralay	ivv	to steal	713	73	takaw	1	manakaw 1
Iraralay	ivv	to kill	1417	74	zakat	24	mazakat 24
Iraralay	ivv	to die, be dead	1494	75	zakat	15	
Iraralay	ivv	to live, be alive	1422	76	viyey	15	maviey 15
Iraralay	ivv	to scratch	1436	77	kadkad	21	kadkaden 21
Iraralay	ivv	to cut, hack	1432	78	tengeh	33	tavaz 32; tebteb 42; cipas 50
Iraralay	ivv	to split	1437	80	yangaw	23	abwak 21
Iraralay	ivv	sharp	1396	81	tarem	1	matarem 1
Iraralay	ivv	dull, blunt	379	82	ngaleh	26	mangaleh 26
Iraralay	ivv	to plant	1486	84	moha	19	mohaen 19
Iraralay	ivv	to choose	1750	85	pili	1	piliyin 1
Iraralay	ivv	to swell	1573	87	yatek	21	omyatek 21
Iraralay	ivv	to squeeze	1414	88	lipores	1	
Iraralay	ivv	to hold	1448	89	hadpet	26	mahadpet 26
Iraralay	ivv	to swim	1439	9	awawat	21	miyawawat 21
Iraralay	ivv	to dig	1418	90	kali	1	kaliyin 1
Iraralay	ivv	to buy	1869	91	nginangina	18	nginanginahen 18
Iraralay	ivv	to open, uncover	1156	92	iwang	20	iwangan 20
Iraralay	ivv	to pound, beat	354	93	asad	7	maysad 7
Iraralay	ivv	to throw	1456	94	agsah	23	gsahan 23; aptad 22; iptad 22
Iraralay	ivv	dog	2009	96	agsa	22	
Iraralay	ivv	bird	937	97	miyasasalap	20	
Iraralay	ivv	egg	744	98	icoy	16	
Itbayat	ivv	hand	1277	1	lima	1	
Itbayat	ivv	dirty	1230	10	rapos	28	xotek 45?; saypet 29
Itbayat	ivv	wing	1257	100	panid	2	
Itbayat	ivv	to fly	1441	101	sayap	2	somayap 2
Itbayat	ivv	rat	1490	102	karam	24	
Itbayat	ivv	meat/flesh	634	103	aʔsi	1	a'si
Itbayat	ivv	fat/grease	1282	104	tava	23	xavoh 38
Itbayat	ivv	tail	1220	105	ipos	30	
Itbayat	ivv	snake	730	106	volay	2	
Itbayat	ivv	worm (earthworm)	1219	107	oxed	21	
Itbayat	ivv	louse	1392	108	tomah	3	koto 1
Itbayat	ivv	mosquito	1509	109	hamorok	1?	
Itbayat	ivv	dust	2	11	axbek	1,  73	
Itbayat	ivv	spider	843	110	axawa	1	axaawa 1; axxaawa 1
Itbayat	ivv	fish	227	111	among	19	
Itbayat	ivv	rotten	1728	112	rokop	28	marokop 28
Itbayat	ivv	branch	1531	113	yangaw	2,  23	sanga 2
Itbayat	ivv	leaf	628	114	voxong	18	
Itbayat	ivv	root	670	115	yamot	3	
Itbayat	ivv	flower	239	116	savong	24,  1	
Itbayat	ivv	fruit	1507	117	aʔsi	10	a'si
Itbayat	ivv	grass	606	118	vocivok	24	tamek 25
Itbayat	ivv	earth/soil	1228	119	tana	1	
Itbayat	ivv	skin	763	12	kolit	1	
Itbayat	ivv	stone	857	120	vato	1	
Itbayat	ivv	sand	671	121	aʔnay	1	a'nay
Itbayat	ivv	water	948	122	ranom	1	
Itbayat	ivv	to flow	2003	123	oyog	22	omoyog 22; voyog 22; omvoyog 22; moyog 22; ommoyog 22
Itbayat	ivv	sea	1474	124	hawa	26	
Itbayat	ivv	salt	1274	125	asin	3	
Itbayat	ivv	woods/forest	420	127	axas	1	kaaxasan 1; kayoh 2; kakkayohan 2
Itbayat	ivv	sky	1732	128	xanyit	1	
Itbayat	ivv	moon	1313	129	voxan	1	
Itbayat	ivv	back	1291	13	licod	1	
Itbayat	ivv	star	1430	130	vitoen	1	
Itbayat	ivv	cloud	1489	131	remdem	2	
Itbayat	ivv	fog	249	132	kaxepkep	18	
Itbayat	ivv	rain	658	133	timoy	12	
Itbayat	ivv	thunder	1150	134	raagorog	1	
Itbayat	ivv	lightning	1654	135	cilat	1	
Itbayat	ivv	wind	960	136	sarasaw	26	
Itbayat	ivv	to blow	175	137	vohit	23	vohitan 23; viot 23; omviot 23
Itbayat	ivv	warm	1232	138	hinannget	24	mahinannget 24
Itbayat	ivv	cold	1287	139	ahxen	24	mahxen 24
Itbayat	ivv	belly	1251	14	volek	27	
Itbayat	ivv	dry	1398	140	abkox	24	mabkox 24
Itbayat	ivv	wet	1726	141	vasa	1	mavasa 1
Itbayat	ivv	heavy	1210	142	raxmet	22	maraxmet 22
Itbayat	ivv	fire	221	143	hapoy	1	
Itbayat	ivv	to burn	2102	144	varbar	23	navarbar 23; asleb 22
Itbayat	ivv	smoke	778	145	aʔxob	55	a'xob
Itbayat	ivv	ash	646	146	avo	1	
Itbayat	ivv	black	163	147	vaeng	20	mavaeng 20; vaweng 20; mavaweng 20
Itbayat	ivv	white	1335	148	hilak	27	mahilak 27
Itbayat	ivv	red	156	149	vayah	29	mavayah 29
Itbayat	ivv	bone	1394	15	toʔxang	1	to'xang
Itbayat	ivv	yellow	1424	150	yoxama	25	mayoxama 25
Itbayat	ivv	green	1425	151	harem	30	maharem 30
Itbayat	ivv	small	1246	152	alekey	1	aleket 1
Itbayat	ivv	big	1202	153	rakox	23	
Itbayat	ivv	short	1645	154	hanaynyed	23	mahanaynyed 23
Itbayat	ivv	long	1203	155	anaro	1	
Itbayat	ivv	thin	1400	156	taripis	11	mataripis 11
Itbayat	ivv	thick	1244	157	tokpox	22	matokpox 22
Itbayat	ivv	narrow	1267	158	hilid	20	mahilid 20; sopit 1; masopit 1
Itbayat	ivv	wide	1243	159	yavong	15	mayavong 15; raxawa 14
Itbayat	ivv	intestines	1991	16	tinayi	1	
Itbayat	ivv	painful, sick	2103	160	hinyen	24	mahinyen 24; ganit 37; maganit 37
Itbayat	ivv	shy, ashamed	487	161	asnek	15	masnek 15
Itbayat	ivv	old	1229	162	arkem	22	markem 22
Itbayat	ivv	new	1231	163	vaʔyo	1	va'yo
Itbayat	ivv	good	1035	164	pia	1	piya 1; mapia 1; mapiya 1
Itbayat	ivv	bad, evil	1292	165	raet	1	maraet 1; rawet 1; marawet 1
Itbayat	ivv	correct, true	1725	166	anong	21	mianong 21; sonong 21; misonong 21; oyod 21
Itbayat	ivv	night	1233	167	aʔxep	22	a'xep
Itbayat	ivv	day	1225	168	araw	1	a''aaraw 1
Itbayat	ivv	year	1226	169	hawan	1	hawaan 1
Itbayat	ivv	liver	1224	17	atay	1	
Itbayat	ivv	when?	1238	170	annongoh	10	angkaangoh 10
Itbayat	ivv	to hide	602	171	tayo	13	tomayo 13; tayoen 13
Itbayat	ivv	to climb	1102	172	kayat	17	komayat 17
Itbayat	ivv	in, inside	1606	174	saxad	14	isek 15; asked 14
Itbayat	ivv	above	1741	175	toxos	17	a'tolem 20; om'a'tolem 20
Itbayat	ivv	below	1485	176	hiraxem	20	
Itbayat	ivv	near	1942	179	asngen	23	masngen 23
Itbayat	ivv	breast	1402	18	soso	1	
Itbayat	ivv	far	1406	180	harawi	25	maharawi 25
Itbayat	ivv	where?	1237	181	haʔdinoh	1	ha'dinoh; dinoh 1
Itbayat	ivv	what?	1236	188	akoh	18	
Itbayat	ivv	who?	1235	189	sinoh	14	
Itbayat	ivv	shoulder	1482	19	psagatan	20	pakox 21
Itbayat	ivv	all	98	191	kano	25	kani 25; kanira 25
Itbayat	ivv	and	1577	192	kano	1	kani 1
Itbayat	ivv	if	1459	193	an	2?	
Itbayat	ivv	how?	1239	194	pirah	21	
Itbayat	ivv	no, not	1269	195	engga	27	enggang 27; alih 1; di 2; alih 1
Itbayat	ivv	to count	1420	196	vilang	1	vilangan 1
Itbayat	ivv	One	1493	197	aʔsa	1	a'sa
Itbayat	ivv	Two	1498	198	doha	1	
Itbayat	ivv	Three	492	199	atlo	1	
Itbayat	ivv	left	244	2	gori	26	
Itbayat	ivv	to know, be knowledgeable	1410	20	panmo	25	ica'panmo 25; patak 27; ica'patak 27
Itbayat	ivv	Four	1500	200	aʔpat	1	a'pat
Itbayat	ivv	Five	493	201	lima	1	
Itbayat	ivv	Six	1703	202	aʔnem	1	a'nem
Itbayat	ivv	Seven	1704	203	pito	1	
Itbayat	ivv	Eight	1705	204	waxo	3	
Itbayat	ivv	Nine	1483	205	siyam	9	
Itbayat	ivv	Ten	1515	206	poxo	5	
Itbayat	ivv	One Hundred	1634	209	yatos	4	omyatos 4
Itbayat	ivv	to think	2271	21	akto	25	mangtokto 25
Itbayat	ivv	One Thousand	1843	210	rivo	5	homrivo 5
Itbayat	ivv	to fear	1419	22	haʔmo	18	ha'mo; maha'mo 18
Itbayat	ivv	blood	946	23	raya	1	
Itbayat	ivv	head	1256	24	oxo	28	
Itbayat	ivv	neck	1333	25	ragaw	36	
Itbayat	ivv	hair	1040	26	vohok	1	
Itbayat	ivv	nose	1221	27	mohdan	19	
Itbayat	ivv	to breathe	1407	28	hinawa	1	omhinawa 1
Itbayat	ivv	to sniff, smell	375	29	hangot	4,  22	manhangot 4,  22
Itbayat	ivv	right	1019	3	wanan	1	
Itbayat	ivv	mouth	674	30	vivih	32	ngoso ̋2
Itbayat	ivv	tooth	1380	31	nyipen	1	kamansasanga 13; soong 19
Itbayat	ivv	tongue	1205	32	rila	4	
Itbayat	ivv	to laugh	1355	33	ahnyit	34	homnyit 34
Itbayat	ivv	to cry	1839	34	tanyis	1	tomanyis 1
Itbayat	ivv	to vomit	1278	35	ota	1	omota 1; i'ota 1
Itbayat	ivv	to eat	1336	37	kan	1	koman 1
Itbayat	ivv	to chew	321	38	mama	1	mamaen 1; manmama 1
Itbayat	ivv	to cook	1100	39	xoto	22	xotoen 22
Itbayat	ivv	leg/foot	2098	4	ayi	1	
Itbayat	ivv	to drink	1401	40	inom	1	ominom 1; inomen 1
Itbayat	ivv	to bite	1403	41	sonyit	19	sonyiten 19
Itbayat	ivv	to suck	1421	42	sepsep	1	sepsepan 1; sepsepen 1
Itbayat	ivv	ear	1247	43	talinya	1	
Itbayat	ivv	to hear	1408	44	adngey	1,  15	madngey 1,  15
Itbayat	ivv	eye	1248	45	mata	1	
Itbayat	ivv	to yawn	1028	47	ahwab	1	homwab 1
Itbayat	ivv	to sleep	1585	48	hicex	21	makahicex 21
Itbayat	ivv	to lie down	1411	49	hipa	33	homipa 33; omhipa 33
Itbayat	ivv	to walk	1443	5	hayam	17	homayam 17
Itbayat	ivv	to dream	1920	50	taynep	30	
Itbayat	ivv	to sit	1416	51	atnek	32	matnek 32
Itbayat	ivv	to stand	1442	52	taʔnek	21	ta'nek; mitta'nek 21
Itbayat	ivv	person/human being	683	53	tawo	1	
Itbayat	ivv	man/male	1554	54	maxakay	24	
Itbayat	ivv	woman/female	962	55	mavakes	16	
Itbayat	ivv	child	2099	56	motdex	15	anak 1
Itbayat	ivv	husband	1200	57	xakay	30	maysa 29
Itbayat	ivv	wife	1199	58	maysa	20	vakes 21
Itbayat	ivv	mother	1216	59	ina	1	naana 1; mama 5
Itbayat	ivv	road/path	667	6	raxan	1	raraxan 1
Itbayat	ivv	father	1217	60	ama	1	taata 1; papa 1
Itbayat	ivv	house	1252	61	vaxay	14	
Itbayat	ivv	thatch/roof	2100	62	atep	1	
Itbayat	ivv	name	1405	63	ngaran	1	
Itbayat	ivv	rope	1218	65	xovid	23	
Itbayat	ivv	to tie up, fasten	1094	66	kedked	27	icedked 27
Itbayat	ivv	to sew	1457	67	rayit	2	reyiten 2
Itbayat	ivv	needle	1382	68	rayem	1	
Itbayat	ivv	to hunt	1435	69	anop	1	manganop 1; anopen 1
Itbayat	ivv	to come	1446	7	ayi	1	mayi 1; ayan 1
Itbayat	ivv	to stab, pierce	1434	71	vono	26	vonoen 26; torok 28; toroken 28; saksak 1; saksaken 1
Itbayat	ivv	to hit	1433	72	sonto	26	sontoen 26; bogbog 24; bogbogen 24
Itbayat	ivv	to steal	713	73	takaw	1	manakaw 1; takawen 1
Itbayat	ivv	to kill	1417	74	lipet	23	lipetan 23
Itbayat	ivv	to die, be dead	1494	75	liman	14	maliman 14
Itbayat	ivv	to live, be alive	1422	76	vihay	15	mavihay 15
Itbayat	ivv	to scratch	1436	77	kadkad	21	kadkaren 21
Itbayat	ivv	to cut, hack	1432	78	tongex	33	tavar 32; tebteb 42; cipas 50
Itbayat	ivv	to turn	1588	8	tico	23	omtico 23
Itbayat	ivv	to split	1437	80	axbak	21	
Itbayat	ivv	sharp	1396	81	tarem	1	matarem 1
Itbayat	ivv	dull, blunt	379	82	ngarex	26	mangarex 26
Itbayat	ivv	to plant	1486	84	moxa	19	mimoxa 19
Itbayat	ivv	to choose	1750	85	pili	1	mamili 1; pilien 1
Itbayat	ivv	to swell	1573	87	yatek	21	omyatek 21
Itbayat	ivv	to squeeze	1414	88	piis	29	piisan 29; pitos 29; pitosen 29; pitosan 29; yames 44; yamsen 44
Itbayat	ivv	to hold	1448	89	adpet	26	omadpet 26; dapet 26; manapet 26
Itbayat	ivv	to swim	1439	9	awat	21	miawat 21
Itbayat	ivv	to dig	1418	90	kali	1	kalien 1
Itbayat	ivv	to buy	1869	91	saliw	23	manaliw 23; saliwen 23
Itbayat	ivv	to open, uncover	1156	92	ihwang	20	ihwangan 20; manyihwang 20
Itbayat	ivv	to pound, beat	354	93	aʔsad	7	a'sad; mangsad 7; a'saren 7
Itbayat	ivv	to throw	1456	94	adsil	24	adsilen 24; aptad 22; aptaran 22
Itbayat	ivv	to fall	1280	95	aʔnas	30	a'nas; ma'nas 30
Itbayat	ivv	dog	2009	96	tito	49	
Itbayat	ivv	bird	937	97	kangkang	19	
Itbayat	ivv	egg	744	98	ittiiyoy	16	
Imorod	ivv	dirty	1230	10	tamalid	27	lolit 27
Imorod	ivv	wing	1257	100	panid	2	
Imorod	ivv	to fly	1441	101	salap	23	somalap 23
Imorod	ivv	rat	1490	102	karam	24	
Imorod	ivv	meat/flesh	634	103	asisi	31	
Imorod	ivv	fat/grease	1282	104	avo	38	tava 23
Imorod	ivv	tail	1220	105	ipos	30	
Imorod	ivv	snake	730	106	volay	2	
Imorod	ivv	worm (earthworm)	1219	107	aowed	21	
Imorod	ivv	louse	1392	108	toma	3	koto 1
Imorod	ivv	mosquito	1509	109	tamonong	19	
Imorod	ivv	dust	2	11	yinbek	1,  73	banaikbek 1,  73
Imorod	ivv	spider	843	110	ahahawa	1	
Imorod	ivv	fish	227	111	among	19	
Imorod	ivv	rotten	1728	112	rokop	28	marokop 28
Imorod	ivv	branch	1531	113	yangaw	2,  23	sanga 2
Imorod	ivv	leaf	628	114	vohong	18	
Imorod	ivv	root	670	115	yamot	3	
Imorod	ivv	flower	239	116	savong	24,  1	
Imorod	ivv	fruit	1507	117	asi no kayo	10	
Imorod	ivv	grass	606	118	tamek	25	
Imorod	ivv	earth/soil	1228	119	tana	1	
Imorod	ivv	skin	763	12	kolit	1	
Imorod	ivv	stone	857	120	vato	1	
Imorod	ivv	sand	671	121	anay	1	
Imorod	ivv	water	948	122	ranom	1	
Imorod	ivv	to flow	2003	123	voyog	22	omvoyog 22
Imorod	ivv	sea	1474	124	wawa	26	
Imorod	ivv	salt	1274	125	asin	3	
Imorod	ivv	woods/forest	420	127	kahasan	1	kakayoan 2
Imorod	ivv	sky	1732	128	angit	1	
Imorod	ivv	moon	1313	129	vehan	1	
Imorod	ivv	back	1291	13	likod	1	
Imorod	ivv	star	1430	130	mata no angit	18	
Imorod	ivv	cloud	1489	131	cinalab	28	
Imorod	ivv	fog	249	132	tahahaso	19	kanaepkep 18
Imorod	ivv	rain	658	133	cimoy	12	
Imorod	ivv	thunder	1150	134	adey	32	
Imorod	ivv	lightning	1654	135	cilat	1	
Imorod	ivv	wind	960	136	pagpag	27	sazowsaw 26
Imorod	ivv	to blow	175	137	avyot	23	mamyot 23
Imorod	ivv	warm	1232	138	annget	24	mannget 24
Imorod	ivv	cold	1287	139	ahen	24	mahen 24
Imorod	ivv	belly	1251	14	velek	27	
Imorod	ivv	dry	1398	140	akjit	25	makjit 25
Imorod	ivv	wet	1726	141	vasa	1	mavasa 1
Imorod	ivv	heavy	1210	142	rehmet	22	marehmet 22
Imorod	ivv	fire	221	143	apoy	1	
Imorod	ivv	to burn	2102	144	asleb	22	asleben 22
Imorod	ivv	smoke	778	145	aob	55	
Imorod	ivv	ash	646	146	avo	1	
Imorod	ivv	black	163	147	vaeng	20	mavaeng 20
Imorod	ivv	white	1335	148	lavang	28	malavang 28; ilak 27; meylak 27
Imorod	ivv	red	156	149	vala	29	mivala 29; bazangbang 30; mabazangbang 30
Imorod	ivv	bone	1394	15	totowang	1	
Imorod	ivv	yellow	1424	150	aray	26	omaray 26; maray 26
Imorod	ivv	green	1425	151	garaw	29	mogaraw 29
Imorod	ivv	small	1246	152	likey	1	
Imorod	ivv	big	1202	153	rako	23	
Imorod	ivv	short	1645	154	linged	23	alinged 23
Imorod	ivv	long	1203	155	naro	1	anaro 1
Imorod	ivv	thin	1400	156	taripis	11	mataripis 11
Imorod	ivv	thick	1244	157	agsaz	23	magsaz 23
Imorod	ivv	narrow	1267	158	ilid	20	meylid 20
Imorod	ivv	wide	1243	159	ovong	15	mowvong 15
Imorod	ivv	intestines	1991	16	cinayi	1	
Imorod	ivv	painful, sick	2103	160	ingen	24	ingengnen 24; ingen 24; meyngen 24
Imorod	ivv	shy, ashamed	487	161	asnek	15	masnek 15
Imorod	ivv	old	1229	162	rarakeh	23	
Imorod	ivv	new	1231	163	vayo	1	
Imorod	ivv	good	1035	164	ya pia	1	
Imorod	ivv	bad, evil	1292	165	rahet	1	marahet 1
Imorod	ivv	correct, true	1725	166	noyong	21	manoyong 21
Imorod	ivv	night	1233	167	mahep	22	
Imorod	ivv	day	1225	168	maraw	1	
Imorod	ivv	year	1226	169	kakawakawan	1	
Imorod	ivv	liver	1224	17	atay	1	
Imorod	ivv	when?	1238	170	ci mango	10	no kango 10
Imorod	ivv	to hide	602	171	tayo	13	manayo 13?
Imorod	ivv	to climb	1102	172	kalat	17	komalat 17
Imorod	ivv	in, inside	1606	174	sahad	14	
Imorod	ivv	above	1741	175	teyngato	16	
Imorod	ivv	below	1485	176	teyrahem	20	
Imorod	ivv	near	1942	179	asngen	23	masngen 23
Imorod	ivv	breast	1402	18	soso	1	
Imorod	ivv	far	1406	180	rayi	25	marayi 25
Imorod	ivv	what?	1236	188	ikongo	18	
Imorod	ivv	who?	1235	189	sino	14	
Imorod	ivv	shoulder	1482	19	pisagatan	20	
Imorod	ivv	all	98	191	akano	25	akani 25
Imorod	ivv	and	1577	192	akano	1	akani 1; akanira 1
Imorod	ivv	if	1459	193	no ci	2?	(a)no ci
Imorod	ivv	how?	1239	194	pira	21	
Imorod	ivv	no, not	1269	195	beken	26	ji 45; beken 26
Imorod	ivv	to count	1420	196	vilang	1	vilangan 1
Imorod	ivv	One	1493	197	asa	1	
Imorod	ivv	Two	1498	198	dowa	1	raroa 1; adoa 1
Imorod	ivv	Three	492	199	teylo	1	tatlo 1; atlo 1
Imorod	ivv	left	244	2	ozi	26	
Imorod	ivv	to know, be knowledgeable	1410	20	teneng	26	
Imorod	ivv	Four	1500	200	apat	1	papat 1; apat 1
Imorod	ivv	Five	493	201	lima	1	lalima 1; alima 1
